一个	yi2'ge4
头子	tou2'zi5
头当	tou2'dang4
头挑	tou2'tiao1
头挡	tou2'dang3
头癣	tou2'xian3
头盖	tou2'gai4
头角	tou2'jiao3
头角	tou2'jue2
头里	tou2'li5
头重	tou2'zhong4
头难	tou2'nan2
头髲	tou2'bi4
夷靡	yi2'mi3
夸丽	kua1'li4
夸人	kua1'ren2
夸克	kua1'ke4
夸姣	kua1'jiao1
夸容	kua1'rong2
夸毗	kua1'pi2
夸父	kua1'fu4
夸特	kua1'te4
夸称	kua1'cheng1
夸诞	kua1'dan4
夸饰	kua1'shi4
夹克	jia2'ke4
夹具	jia2'ju4
夹击	jia2'ji2
夹剪	jia2'jian3
夹单	jia2'dan1
夹和	jia2'huo4
夹壁	jia2'bi4
夹子	jia1'zi5
夹子	jia2'zi5
夹室	jia2'shi4
夹层	jia2'ceng2
夹岸	jia2'an4
夹帐	jia2'zhang4
夹带	jia2'dai4
夹当	jia1'dang1
夹攻	jia2'gong1
夹杀	jia2'sha1
夹杂	jia2'za2
夹杖	jia2'zhang4
夹板	jia2'ban3
夹棍	jia2'gun4
夹注	jia2'zhu4
夹生	jia4'sheng5
夹界	jia2'jie4
夹磨	jia2'mo5
夹紧	jia2'jin3
夹缝	jia1'feng2
夹缝	jia2'feng4
夹缬	jia2'xie2
夹肝	jia2'gan1
夹脑	jia2'nao3
夹衣	jia2'yi1
夹袄	jia2'ao3
夹袍	jia2'pao2
夹被	jia2'bei4
夹角	jia2'jiao3
夹路	jia2'lu4
夹辅	jia2'fu3
夹道	jia2'dao4
夺冠	duo2'guan4
夺得	duo2'de2
奄人	yan1'ren2
奄冉	yan1'ran3
奄列	yan3'lie4
奄奄	yan1'yan1
奄宦	yan1'huan4
奄尹	yan1'yin3
奄忽	yan3'hu1
奄息	yan3'xi2
奄欻	yan3'hu1
奄老	yan1'lao3
奇偶	ji1'ou3
奇数	ji1'shu4
奇日	ji1'ri4
奇羡	ji1'xian4
奇赢	ji1'ying2
奇迹	qi2'ji1
奇迹	qi2'ji1
奇零	ji1'ling2
奉养	feng4'yang4
奉宁	feng4'ning2
奉干	feng4'gan1
奉承	feng4'cheng2
奉承	feng4'cheng5
奉行	feng4'xing2
奉被	feng4'pi1
奉调	feng4'diao4
奉还	feng4'huan2
奋击	fen4'ji2
奎宁	kui2'ning2
奏乐	zou4'yue4
奏削	zou4'xue4
契分	qi4'fen4
契重	qi4'zhong4
契阔	qie4'kuo4
契需	qie4'xu1
奓沙	zha1'sha5
奓靡	she1'mi3
奔丧	ben1'sang1
奔北	ben1'bei3
奔噪	ben1'zao4
奔头	ben4'tou2
奔忙	ben1'mang2
奔扬	ben1'yang2
奔放	ben1'fang4
奔星	ben1'xing1
奔月	ben4'yue4
奔泉	ben1'quan2
奔波	ben1'bo1
奔泻	ben1'xie4
奔流	ben1'liu2
奔溃	ben1'kui4
奔碌	ben1'lu4
奔突	ben1'tu2
奔窜	ben1'cuan4
奔竞	ben1'jing4
奔箭	ben1'jian4
奔腾	ben1'teng2
奔袭	ben1'xi2
奔走	ben1'zou3
奔赴	ben1'fu4
奔跑	ben1'pao3
奔轶	ben1'yi4
奔逃	ben1'tao2
奔逐	ben1'zhu2
奔逸	ben1'yi4
奔雷	ben1'lei2
奔靠	ben1'kao4
奔马	ben1'ma3
奔驰	ben1'chi2
奔驶	ben1'shi3
奖掖	jiang3'ye4
套儿	tao4'er5
套套	tao4'tao5
套子	tao4'zi5
套数	tao4'shu4
套曲	tao4'qu3
套种	tao4'zhong4
套结	tao4'jie2
套色	tao4'se4
套色	tao4'shai3
套调	tao4'diao4
套间	tao4'jian1
奚落	xi1'luo4
奠地	dian4'di4
奠都	dian4'du1
奥渫	yu4'xie4
女乐	nv3'yue4
女冠	nv3'guan1
女叔	nv3'shu2
女婿	nv3'xu4
女婿	nv3'xu5
女宿	nv3'xiu4
女将	nv3'jiang4
女巫	nv3'wu2
女校	nv3'xiao4
女气	nv3'qi5
女监	nv3'jian1
女红	nv3'gong1
女给	nv3'ji3
女角	nv3'jue2
奶奶	nai3'nai5
奶子	nai3'zi5
奶昔	nai3'xi2
奸恶	jian1'e4
奸细	jian1'xi5
好个	hao3'ge5
好么	hao3'ma5
好义	hao4'yi4
好事	hao3'shi4
好事	hao4'shi4
好些	hao3'xie1
好些	hao3'xie5
好内	hao4'nei4
好几	hao3'ji3
好利	hao4'li4
好动	hao4'dong4
好口	hao4'kou3
好古	hao4'gu3
好吃	hao3'chi1
好吃	hao4'chi1
好名	hao3'ming2
好名	hao4'ming2
好处	hao3'chu3
好处	hao3'chu4
好处	hao3'chu5
好奇	hao4'qi2
好学	hao3'xue2
好学	hao4'xue2
好客	hao4'ke4
好尚	hao4'shang4
好强	hao4'qiang2
好恶	hao4'wu4
好战	hao4'zhan4
好斗	hao4'dou4
好氧	hao4'yang3
好玩	hao3'wan2
好玩	hao4'wan2
好玩	hao4'wan4
好生	hao3'sheng1
好生	hao4'sheng1
好看	hao3'kan4
好胜	hao4'sheng4
好色	hao3'se4
好色	hao4'se4
好谋	hao4'mou2
好财	hao4'cai2
好货	hao3'huo4
好货	hao4'huo4
好赌	hao4'du3
好转	hao3'zhuan3
好辩	hao4'bian4
好酒	hao3'jiu3
好酒	hao4'jiu3
好问	hao4'wen4
好音	hao3'yin1
好音	hao4'yin1
好𢙏		hao3'sun4
如数	ru2'shu4
如期	ru2'qi2
如泥	ru2'ni2
妃匹	pei4'pi3
妃子	fei1'zi3
妃子	fei1'zi5
妃耦	pei4'ou3
妄为	wang4'wei2
妄称	wang4'cheng1
妆诬	zhuang1'wu2
妈咪	ma1'mi1
妈咪	ma1'mi5
妈妈	ma1'ma5
妈子	ma1'zi5
妈眯	ma1'mi5
妍倡	yan2'chang1
妖气	yao1'qi5
妖精	yao1'jing1
妖精	yao1'jing5
妖调	yao1'diao4
妗子	jin4'zi5
妙处	miao4'chu4
妙曲	miao4'qu3
妞妞	niu1'niu5
妥切	tuo3'qie4
妥帖	tuo3'tie1
妥当	tuo3'dang4
妥当	tuo3'dang5
妥洽	tuo3'xia2
妮子	ni1'zi5
妮子	ni2'zi5
妯娌	zhou2'li5
妹夫	mei4'fu1
妹夫	mei4'fu5
妹妹	mei4'mei5
妹子	mei4'zi5
妻亲	qi1'qin1
妻子	qi1'zi3
妻子	qi1'zi5
姊丈	jie3'zhang4
姊丈	zi3'zhang4
姊夫	jie3'fu5
姊夫	zi3'fu1
姊夫	zi3'fu5
姊妹	jie3'mei4
姊妹	zi3'mei4
姊姊	jie3'jie5
姊姊	zi3'zi5
始兴	shi3'xing1
始创	shi3'chuang4
姐夫	jie3'fu1
姐夫	jie3'fu5
姐姐	jie3'jie5
姑夫	gu1'fu5
姑姊	gu1'jie3
姑姊	gu1'zi3
姑姑	gu1'gu5
姑娘	gu1'niang2
姑娘	gu1'niang5
姑子	gu1'zi5
姑息	gu1'xi2
姑恶	gu1'e4
姑洗	gu1'xian3
姑父	gu1'fu4
姑父	gu1'fu5
姑爷	gu1'ye5
委屈	wei3'qu5
委曲	wei3'qu1
委结	wei3'jie2
委蛇	wei1'yi2
委靡	wei3'mi3
姘识	pin1'shi4
姚兴	yao2'xing1
姣丽	jiao3'li4
姣好	jiao3'hao3
姣媚	jiao3'mei4
姣美	jiao3'mei3
姥姥	lao3'lao5
姥娘	lao3'niang2
姥爷	lao3'ye5
姨夫	yi2'fu1
姨夫	yi2'fu5
姨父	yi2'fu4
姨父	yi2'fu5
姪子	zhi2'zi5
姹女	cha4'nv3
姻亲	yin1'qin1
威吓	wei1'he4
威棱	wei1'leng2
威重	wei1'zhong4
娃娃	wa2'wa5
娃子	wa2'zi5
娄子	lou2'zi5
娅嬛	ya4'huan2
娆娆	yao3'yao3
娆恼	rao3'nao3
娇娜	jiao1'nuo2
娇嫩	jiao1'nen4
娇嫩	jiao1'nen5
娇怯	jiao1'que4
娖娖	chuo4'chuo4
娘亲	niang2'qin1
娘娘	niang2'niang5
娘子	niang2'zi5
娘家	niang2'jia5
娜娜	na4'na4
娜娜	nuo2'nuo2
娥姣	e2'jiao3
娩出	mian3'chu1
娩息	mian3'xi2
娭光	xi1'guang1
娱乐	yu2'le4
娱亲	yu2'qin1
娴淑	xian2'shu2
娴熟	xian2'shu2
娶亲	qu3'qin1
婀娜	e1'nuo2
婆婆	po2'po5
婆子	po2'zi5
婆家	po2'jia1
婆家	po2'jia5
婉和	wan3'he2
婉娈	wan3'lvan3
婉娩	wan3'wan3
婉称	wan3'cheng1
婉转	wan3'zhuan3
婊子	biao3'zi5
婐㛂		e3'nuo3
婑媠	wo3'tuo3
婚期	hun1'qi2
婠妠	wan1'na4
婢妮	bi4'ni2
婴薄	ying1'bo2
婵媛	chan2'yuan2
婶婶	shen3'shen5
婶子	shen3'zi5
婼羌	ruo4'qiang1
媒人	mei2'ren5
媒头	mei2'tou5
媕婀	an1'e1
媕婀	yan3'e1
媚行	mei4'xing2
媛女	yuan4'nv3
媟弄	xie4'nong4
媪相	ao3'xiang4
媾和	gou4'he2
嫂嫂	sao3'sao5
嫂子	sao3'zi5
嫈嫇	ying1'ming2
嫉恶	ji2'e4
嫌恶	xian2'wu4
嫏嬛	lang2'huan2
嫔从	pin2'zong4
嫖姚	piao1'yao2
嫖宿	piao2'su4
嫛婗	yi1'ni2
嫡亲	di2'qin1
嫡传	di2'chuan2
嫱媛	qiang2'yuan4
嫶妍	qiao2'yan2
嬉弄	xi1'nong4
嬛佞	xuan1'ning4
嬛嬛	qiong2'qiong2
嬛嬛	xuan1'xuan1
嬝娜	niao3'nuo2
嬭子	nai3'zi5
嬷嬷	ma1'ma5
子口	zi3'kou5
子埝	zi3'nian4
子弹	zi3'dan4
子息	zi3'xi2
子都	zi3'du1
子长	zi3'chang2
孔教	kong3'jiao4
孔穴	kong3'xue4
孕吐	yun4'tu4
孕期	yun4'qi2
字号	zi4'hao4
字号	zi4'hao5
字帖	zi4'tie3
字帖	zi4'tie4
字数	zi4'shu4
字模	zi4'mo2
字调	zi4'diao4
字迹	zi4'ji1
存劳	cun2'lao4
存宿	cun2'su4
存没	cun2'mo4
存省	cun2'xing3
存量	cun2'liang4
孙子	sun1'zi3
孙子	sun1'zi5
孚乳	fu1'ru3
孛兰	bo2'lan2
孛娄	bo2'lou3
孛孛	bo2'bo2
孛相	bo2'xiang4
孛篮	bo2'lan2
孛罗	bo2'luo2
孛老	bo2'lao3
孝亲	xiao4'qin1
孝养	xiao4'yang4
孝家	xiao4'jia5
孝弟	xiao4'ti4
孝行	xiao4'xing4
孝道	xiao4'dao4
孝道	xiao4'dao5
孟贲	meng4'ben1
孟轲	meng4'ke1
孢膜	bao1'mo4
季度	ji4'du4
季相	ji4'xiang4
孤丁	gu1'ding1
孤丁	gu1'ding5
孤危	gu1'wei2
孤寂	gu1'ji2
孤帆	gu1'fan2
孤行	gu1'xing2
孤露	gu1'lu4
学习	xue2'xi2
学习	xue2'xi5
学分	xue2'fen1
学期	xue2'qi2
学校	xue2'xiao4
学生	xue2'sheng1
学生	xue2'sheng5
学监	xue2'jian1
学究	xue2'jiu4
学行	xue2'xing4
学识	xue2'shi4
学说	xue2'shuo1
学说	xue2'shuo5
学长	xue2'zhang3
孩子	hai2'zi5
孬种	nao1'zhong3
孱困	chan2'kun4
孱夫	chan2'fu1
孱头	can4'tou5
孱弱	chan2'ruo4
孱王	chan2'wang2
孱琐	chan2'suo3
孱羸	chan2'lei2
孱躯	chan2'qu1
孳尾	zi4'wei3
孳息	zi1'xi2
孳蔓	zi1'man4
孽畜	nie4'chu4
孽种	nie4'zhong3
宁个	ning2'ge5
宁乡	ning2'xiang1
宁冈	ning2'gang1
宁化	ning2'hua4
宁南	ning2'nan2
宁县	ning2'xian4
宁和	ning2'he2
宁国	ning2'guo2
宁城	ning2'cheng2
宁夏	ning2'xia4
宁奈	ning2'nai4
宁安	ning2'an1
宁宗	ning2'zong1
宁家	ning2'jia1
宁帖	ning2'tie1
宁强	ning2'qiang2
宁德	ning2'de2
宁心	ning2'xin1
宁息	ning2'xi2
宁日	ning2'ri4
宁明	ning2'ming2
宁晋	ning2'jin4
宁武	ning2'wu3
宁江	ning2'jiang1
宁河	ning2'he2
宁波	ning2'bo1
宁津	ning2'jin1
宁洱	ning4'er3
宁海	ning2'hai3
宁神	ning2'shen2
宁绸	ning2'chou2
宁肯	ning4'ken3
宁蒗	ning2'lang4
宁许	ning2'xu3
宁谧	ning2'mi4
宁贴	ning2'tie1
宁边	ning2'bian1
宁远	ning2'yuan3
宁都	ning2'du1
宁阳	ning2'yang2
宁陕	ning2'shan3
宁陵	ning2'ling2
宁靖	ning2'jing4
宁静	ning2'jing4
宁馨	ning2'xing1
它们	ta1'men5
它们	tuo1'men5
它嚣	tuo1'xiao1
宅兆	zhai2'zhao4
宅兆	zhe4'zhao4
宅券	zhai2'quan4
宅券	zhe4'quan4
宅土	zhai2'tu3
宅土	zhe4'tu3
宅地	zhai2'di4
宅地	zhe4'di4
宅基	zhai2'ji1
宅基	zhe4'ji1
宅子	zhai2'zi5
宅子	zhe4'zi5
宅心	zhai2'xin1
宅心	zhe4'xin1
宅忧	zhai2'you1
宅忧	zhe4'you1
宅相	zhai2'xiang4
宅相	zhe4'xiang4
宅眷	zhai2'juan4
宅眷	zhe4'juan4
宅第	zhai2'di4
宅第	zhe4'di4
宅经	zhai2'jing1
宅经	zhe4'jing1
宅门	zhai2'men2
宅门	zhe4'men2
宅院	zhai2'yuan4
宅院	zhe4'yuan4
宇量	yu3'liang4
守丧	shou3'sang1
守住	shou3'zhu5
守分	shou3'fen4
守拙	shou3'zhuo2
守更	shou3'geng1
守藏	shou3'cang2
安上	an1'shang5
安乐	an1'le4
安分	an1'fen4
安危	an1'wei2
安和	an1'he2
安塞	an1'sai1
安处	an1'chu3
安宁	an1'ning2
安宅	an1'zhe4
安宿	an1'su4
安帖	an1'tie1
安度	an1'du4
安得	an1'de2
安息	an1'xi2
安扎	an1'zha2
安瓿	an1'bu4
安着	an1'zhuo2
安迹	an1'ji1
安难	an1'nan4
完了	wan2'le5
完了	wan2'liao3
完结	wan2'jie2
宏硕	hong2'shi2
宓妃	fu2'fei1
宓戏	fu2'xi4
宓羲	fu2'xi1
宗亲	zong1'qin1
宗教	zong1'jiao4
宗藩	zong1'fan2
官亲	guan1'qin1
官倒	guan1'dao3
官卷	guan1'juan4
官司	guan1'si1
官司	guan1'si5
官客	guan1'ke5
官差	guan1'chai1
官帖	guan1'tie4
官息	guan1'xi2
官校	guan1'xiao4
官样	guan1'yang5
官燕	guan1'yan4
官称	guan1'cheng1
官长	guan1'zhang3
定兴	ding4'xing1
定分	ding4'fen4
定子	ding4'zi5
定应	ding4'ying4
定数	ding4'shu4
定更	ding4'geng1
定期	ding4'qi2
定率	ding4'lv4
定相	ding4'xiang4
定省	ding4'xing3
定结	ding4'jie2
定调	ding4'diao4
定都	ding4'du1
定量	ding4'liang4
定钱	ding4'qian2
定钱	ding4'qian5
宛转	wan3'zhuan3
宜兴	yi2'xing1
宜都	yi2'du1
宝兴	bao3'xing1
宝刹	bao3'cha4
宝卷	bao3'juan4
宝地	bao3'di4
宝坻	bao3'di3
宝幢	bao3'chuang2
宝惜	bao3'xi2
宝扇	bao3'shan4
宝玩	bao3'wan4
宝盖	bao3'gai4
宝相	bao3'xiang4
宝藏	bao3'zang4
宝重	bao3'zhong4
宝钿	bao3'dian4
实在	shi2'zai4
实在	shi2'zai5
实地	shi2'di4
实弹	shi2'dan4
实数	shi2'shu4
实相	shi2'xiang4
实绩	shi2'ji1
实落	shi2'luo4
实行	shi2'xing2
宠绥	chong3'sui1
宠锡	chong3'xi2
审处	shen3'chu3
审度	shen3'duo2
审度	shen3'duo4
审校	shen3'jiao4
审结	shen3'jie2
客场	ke4'chang3
客气	ke4'qi4
客气	ke4'qi5
客行	ke4'xing2
客长	ke4'zhang3
宣传	xuan1'chuan2
宣劳	xuan1'lao2
宣劳	xuan1'lao4
宣卷	xuan1'juan4
宣吐	xuan1'tu3
宣和	xuan1'he2
宣教	xuan1'jiao4
宣父	xuan1'fu3
宣称	xuan1'cheng1
宣腾	xuan1'teng2
宣腾	xuan1'teng5
宫扇	gong1'shan4
宫掖	gong1'ye4
宫教	gong1'jiao4
宫观	gong1'guan4
宫调	gong1'diao4
宫阙	gong1'que4
宰予	zai3'yu2
宰相	zai3'xiang4
害处	hai4'chu4
害处	hai4'chu5
害得	hai4'de5
害臊	hai4'sao4
宴乐	yan4'le4
宴息	yan4'xi2
宵分	xiao1'fen4
宵行	xiao1'xing2
家乐	jia1'yue4
家乘	jia1'sheng4
家亲	jia1'qin1
家伙	jia1'huo5
家伙	jia1'huo5
家僮	jia1'tong2
家叔	jia1'shu2
家和	jia1'he2
家姊	jia1'jie3
家姊	jia1'zi3
家子	jia1'zi5
家将	jia1'jiang4
家当	jia1'dang4
家当	jia1'dang5
家教	jia1'jiao4
家数	jia1'shu4
家燕	jia1'yan4
家畜	jia1'chu4
家相	jia1'xiang4
家种	jia1'zhong4
家给	jia1'ji3
家蚕	jia1'chan2
家行	jia1'xing4
家里	jia1'li5
家长	jia1'zhang3
家间	jia1'jian1
容与	rong2'yu3
容臭	rong2'xiu4
容车	rong2'ju1
容量	rong2'liang4
宽假	kuan1'jia3
宽和	kuan1'he2
宽屏	kuan1'ping2
宽度	kuan1'du4
宽待	kuan1'dai4
宽敞	kuan1'chang3
宽敞	kuan1'chang5
宽绰	kuan1'chuo4
宽绰	kuan1'chuo5
宽转	kuan1'zhuan3
宾兴	bin1'xing1
宾待	bin1'dai4
宾得	bin1'de2
宿世	su4'shi4
宿主	su4'zhu3
宿仇	su4'chou2
宿债	su4'zhai4
宿儒	su4'ru2
宿分	su4'fen4
宿务	su4'wu4
宿卫	su4'wei4
宿县	su4'xian4
宿名	su4'ming2
宿命	su4'ming4
宿善	su4'shan4
宿因	su4'yin1
宿城	su4'cheng2
宿墨	su4'mo4
宿处	su4'chu4
宿夕	su4'xi4
宿夜	su4'ye4
宿头	su4'tou2
宿好	su4'hao3
宿好	su4'hao4
宿妆	su4'zhuang1
宿娼	su4'chang1
宿学	su4'xue2
宿宿	su4'su4
宿将	su4'jiang4
宿州	su4'zhou1
宿弊	su4'bi4
宿心	su4'xin1
宿志	su4'zhi4
宿怨	su4'yuan4
宿恨	su4'hen4
宿愿	su4'yuan4
宿慧	su4'hui4
宿憾	su4'han4
宿敌	su4'di2
宿料	su4'liao4
宿昔	su4'xi1
宿昔	su4'xi2
宿望	su4'wang4
宿松	su4'song1
宿构	su4'gou4
宿根	su4'gen1
宿歇	su4'xie1
宿泊	su4'bo2
宿生	su4'sheng1
宿留	su4'liu2
宿疴	su4'e1
宿疾	su4'ji2
宿瘤	su4'liu2
宿素	su4'su4
宿缘	su4'yuan2
宿老	su4'lao3
宿舍	su4'she4
宿草	su4'cao3
宿莽	su4'mang3
宿营	su4'ying2
宿见	su4'jian4
宿诺	su4'nuo4
宿豫	su4'yu4
宿贼	su4'zei2
宿迁	su4'qian1
宿逋	su4'bu1
宿遇	su4'yu4
宿酒	su4'jiu3
宿酲	su4'cheng2
宿醉	su4'zui4
宿雨	su4'yu3
宿雾	su4'wu4
宿顿	su4'dun4
宿题	su4'ti2
宿麦	su4'mai4
寂历	ji2'li4
寂寂	ji2'ji2
寂寞	ji2'mo4
寂寥	ji2'liao2
寂灭	ji2'mie4
寂然	ji2'ran2
寂静	ji2'jing4
寄予	ji4'yu2
寄予	ji4'yu3
寄兴	ji4'xing4
寄宿	ji4'su4
寄监	ji4'jian1
寄迹	ji4'ji1
密亲	mi4'qin1
密切	mi4'qie4
密地	mi4'di4
密度	mi4'du4
密教	mi4'jiao4
密看	mi4'kan4
密缝	mi4'feng2
寇仇	kou4'chou2
富余	fu4'yu5
富宁	fu4'ning2
富强	fu4'qiang2
富彊	fu4'qiang2
富态	fu4'tai5
寒伧	han2'cang1
寒伧	han2'cheng5
寒假	han2'jia4
寒怯	han2'que4
寒燠	han2'ao4
寒疟	han2'nve4
寒相	han2'xiang4
寒碜	han2'chen5
寒薄	han2'bo2
寒露	han2'lu4
寒颤	han2'zhan4
寓处	yu4'chu4
寝处	qin3'chu3
寝息	qin3'xi2
察子	cha2'zi5
察相	cha2'xiang4
察看	cha2'kan4
寡剌	gua3'la4
寡占	gua3'zhan4
寡妇	gua3'fu4
寡妇	gua3'fu5
寡将	gua3'jiang4
寡鹄	gua3'hu2
寥寂	liao2'ji2
寥落	liao2'luo4
寨子	zhai4'zi5
寮采	liao2'cai3
寸子	cun4'zi5
寸脉	cun4'mai4
寸长	cun4'chang2
对上	dui4'shang5
对亲	dui4'qin1
对付	dui4'fu5
对冲	dui4'chong1
对分	dui4'fen1
对刺	dui4'ci4
对劲	dui4'jin4
对地	dui4'di4
对头	dui4'tou2
对头	dui4'tou5
对子	dui4'zi3
对子	dui4'zi5
对应	dui4'ying4
对当	dui4'dang4
对待	dui4'dai4
对折	dui4'zhe2
对数	dui4'shu4
对看	dui4'kan4
对称	dui4'chen4
对称	dui4'cheng4
对答	dui4'da2
对调	dui4'diao4
对转	dui4'zhuan3
对还	dui4'huan2
寻乐	xun2'le4
寻仇	xun2'chou2
寻摸	xun2'mo1
寻的	xun2'di4
寻究	xun2'jiu4
寻钱	xin2'qian2
导尿	dao3'niao4
导弹	dao3'dan4
导播	dao3'bo4
导数	dao3'shu4
寿宁	shou4'ning2
寿数	shou4'shu4
寿数	shou4'shu5
寿星	shou4'xing1
寿星	shou4'xing5
寿穴	shou4'xue4
寿藏	shou4'zang4
封地	feng1'di4
封泥	feng1'ni2
封禅	feng1'shan4
封贮	feng1'zhu3
射中	she4'zhong4
射击	she4'ji2
射干	she4'gan1
射干	ye4'gan4
将为	jiang1'wei2
将乐	jiang1'le4
将事	jiang1'shi4
将令	jiang4'ling4
将会	jiang1'hui4
将伯	qiang1'bo2
将佐	jiang4'zuo3
将傍	jiang1'bang1
将兵	jiang4'bing1
将养	jiang1'yang3
将军	jiang1'jun1
将出	jiang1'chu1
将匠	jiang1'jiang4
将印	jiang4'yin4
将吏	jiang4'li4
将命	jiang1'ming4
将士	jiang4'shi4
将官	jiang4'guan1
将将	jiang1'jiang1
将将	jiang4'jiang4
将将	qiang1'qiang1
将就	jiang1'jiu4
将就	jiang1'jiu5
将帅	jiang4'shuai4
将带	jiang4'dai4
将弁	jiang4'bian4
将息	jiang1'xi2
将护	jiang1'hu4
将指	jiang4'zhi3
将摄	jiang1'she4
将无	jiang1'wu2
将星	jiang4'xing1
将晚	jiang1'wan3
将来	jiang1'lai2
将校	jiang4'xiao4
将棋	jiang4'qi2
将次	jiang1'ci4
将死	jiang1'si3
将毋	jiang1'wu2
将爱	jiang1'ai4
将牌	jiang4'pai2
将略	jiang4'lve4
将相	jiang4'xiang4
将离	jiang1'li2
将艾	jiang1'ai4
将要	jiang1'yao4
将谓	jiang1'wei4
将身	jiang1'shen1
将近	jiang1'jin4
将门	jiang4'men2
将雏	jiang1'chu2
将顺	jiang1'shun4
将领	jiang4'ling3
将食	jiang1'shi2
尉犁	yu4'li2
尉迟	yu4'chi2
尊亲	zun1'qin1
尊宿	zun1'su4
尊相	zun1'xiang4
尊称	zun1'cheng1
尊重	zun1'zhong4
尊长	zun1'zhang3
小乘	xiao3'sheng4
小传	xiao3'zhuan4
小便	xiao3'bian4
小叔	xiao3'shu2
小姐	xiao3'jie3
小姐	xiao3'jie5
小子	xiao3'zi3
小子	xiao3'zi5
小将	xiao3'jiang4
小底	xiao3'de5
小弁	xiao3'pan2
小弹	xiao3'dan4
小敛	xiao3'lian4
小数	xiao3'shu4
小曲	xiao3'qu3
小月	xiao3'yue4
小月	xiao3'yue5
小校	xiao3'xiao4
小楷	xiao3'kai3
小畜	xiao3'xu4
小相	xiao3'xiang4
小看	xiao3'kan4
小筑	xiao3'zhu2
小红	xiao3'gong1
小红	xiao3'hong2
小结	xiao3'jie2
小行	xiao3'xing2
小调	xiao3'diao4
小量	xiao3'liang4
少东	shao4'dong1
少保	shao4'bao3
少候	shao3'hou4
少停	shao3'ting2
少傅	shao4'fu4
少像	shao4'xiang4
少儿	shao4'er2
少刻	shao3'ke4
少叙	shao3'xu4
少商	shao4'shang1
少坐	shao3'zuo4
少壮	shao4'zhuang4
少女	shao4'nv3
少妇	shao4'fu4
少子	shao4'zi3
少将	shao4'jiang4
少尉	shao4'wei4
少小	shao4'xiao3
少少	shao3'shao3
少差	shao3'chai4
少师	shao4'shi1
少年	shao4'nian2
少府	shao4'fu3
少康	shao4'kang1
少待	shao3'dai4
少息	shao3'xi2
少憩	shao3'qi4
少懈	shao3'xie4
少放	shao3'fang4
少数	shao3'shu4
少日	shao3'ri4
少时	shao3'shi2
少昊	shao4'hao4
少有	shao3'you3
少来	shao3'lai2
少林	shao4'lin2
少校	shao4'xiao4
少棒	shao4'bang4
少歇	shao3'xie1
少焉	shao3'yan1
少爷	shao4'ye5
少牢	shao4'lao2
少礼	shao3'li3
少艾	shao4'ai4
少见	shao3'jian4
少许	shao3'xu3
少量	shao3'liang4
少间	shao3'jian4
少陪	shao3'pei2
少顷	shao3'qing3
尔当	er3'dang1
尖子	jian1'zi5
尖扎	jian1'zha1
尘刹	chen2'cha4
尘累	chen2'lei3
尘间	chen2'jian1
尘露	chen2'lu4
尚武	shang3'wu3
尚武	shang4'wu3
尜儿	ga2'r5
尜尜	ga2'ga5
尝尝	chang2'chang5
尤为	you2'wei2
尤侗	you2'tong2
尧都	yao2'du1
尨然	pang2'ran2
尨茸	meng2'rong2
就亲	jiu4'qin1
就便	jiu4'bian4
就和	jiu4'he5
就地	jiu4'di4
就得	jiu4'dei3
就教	jiu4'jiao4
就逮	jiu4'dai4
尴尬	gan1'ga4
尴尬	jian1'jie4
尸首	shi1'shou3
尸首	shi1'shou5
尺头	chi3'tou5
尺子	chi3'zi5
尺寸	chi2'cun5
尺寸	chi3'cun4
尺寸	chi3'cun5
尺度	chi3'du4
尺脉	chi3'mai4
尼父	ni2'fu3
尽兴	jin3'xing4
尽兴	jin4'xing4
尽子	jin3'zi5
尽快	jin3'kuai4
尽快	jin3'kuai4
尽快	jin4'kuai4
尽快	jin4'kuai4
尽教	jin3'jiao4
尽数	jin3'shu4
尽数	jin4'shu4
尽自	jin3'zi4
尽自	jin3'zi5
尽量	jin3'liang4
尽量	jin4'liang4
尾击	wei3'ji2
尾子	wei3'zi5
尾巴	wei3'ba5
尾数	wei3'shu4
尾缀	wei3'zhui4
尿囊	niao4'nang2
尿壶	niao4'hu2
尿尿	niao4'niao4
尿布	niao4'bu4
尿床	niao4'chuang2
尿急	niao4'ji2
尿样	sui1'yang4
尿毒	niao4'du2
尿液	niao4'ye4
尿炕	niao4'kang4
尿片	niao4'pian4
尿素	niao4'su4
尿肥	niao4'fei2
尿袋	niao4'dai4
尿道	niao4'dao4
尿酸	niao4'suan1
尿鳖	niao4'bie1
局地	ju2'di4
局子	ju2'zi3
局子	ju2'zi5
局度	ju2'du4
局量	ju2'liang4
局长	ju2'zhang3
屁股	pi4'gu5
层子	ceng2'zi5
居丧	ju1'sang1
居处	ju1'chu4
居息	ju1'xi2
居间	ju1'jian1
屈戌	qu1'xu5
屈折	qu1'zhe2
屈曲	qu1'qu1
屈枉	qu1'wang5
屈辱	qu1'ru4
屈量	qu1'liang4
屉子	ti4'zi5
届期	jie4'qi2
屋子	wu1'zi5
屎尿	shi3'niao4
屏东	ping2'dong1
屏南	ping2'nan2
屏居	bing3'ju1
屏山	ping2'shan1
屏帏	ping2'wei2
屏幕	ping2'mu4
屏弃	bing3'qi4
屏当	bing3'dang4
屏息	bing3'xi1
屏息	bing3'xi2
屏斥	bing3'chi4
屏条	ping2'tiao2
屏气	bing3'qi4
屏绝	bing3'jue2
